name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
43068,2023-01-28,50.1,34,42.5,50.1,29.6,38.4,30.2,62.5,0,0,0,,0,0,29.9,10.5,200.3,1021.9,69.9,9.9,76.4,6.7,4,10,2023-01-28T07:43:18,2023-01-28T17:45:26,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-01-29,48.8,36.2,43.1,44.5,30.6,37.8,38.3,85.7,0.152,100,25,rain,0,0,24.2,15.1,219.6,1020.1,99.5,7.2,9,0.6,0,10,2023-01-29T07:42:28,2023-01-29T17:46:39,0.26,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KCMH,C7241,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-01-30,35.3,27.1,32.5,35.2,18.1,25.8,30.7,93.2,0.011,100,12.5,"rain,snow",0.2,0,13.9,12.1,331.3,1023.1,100,3.8,13.4,1.1,1,10,2023-01-30T07:41:37,2023-01-30T17:47:51,0.3,"Snow, Rain, Overcast",Cloudy skies throughout the day with afternoon rain or snow.,snow,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-01-31,26.1,18.2,22.1,18,6.5,12.6,13,68.4,0.029,100,8.33,snow,0.2,0.2,15,13.2,341.6,1027.4,92.7,8.9,92,7.9,4,10,2023-01-31T07:40:43,2023-01-31T17:49:03,0.33,"Snow, Overcast",Cloudy skies throughout the day with early morning snow.,snow,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-02-01,29.8,15,21.9,27,6.8,17.6,9.8,61.1,0,0,0,,0,0.6,6.9,8.9,305.4,1028.7,57.8,9.9,136.2,11.9,6,10,2023-02-01T07:39:48,2023-02-01T17:50:16,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-02-02,36.2,20.9,28.7,27.6,14.4,22.6,16.5,61,0,0,0,,0,0.1,25.3,14.6,219.1,1022.2,70,9.9,114.9,10,5,10,2023-02-02T07:38:51,2023-02-02T17:51:28,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-02-03,32.1,13.8,20.3,20.5,4.7,8.5,5.7,53.1,0,0,0,,0,0,32.9,21.4,330.1,1029.9,56.8,9.8,121.5,10.6,6,10,2023-02-03T07:37:52,2023-02-03T17:52:41,0.43,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-02-04,42.3,12.3,26.5,35.6,2.5,19,10.2,51.2,0,0,0,,0,0,28.9,16.1,182.3,1029.3,46.4,9.9,139.9,12.2,6,10,2023-02-04T07:36:52,2023-02-04T17:53:53,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-02-05,50.3,39.8,44.8,50.3,32.1,39.4,28.2,52.2,0,0,0,rain,0,0,32,22,215.7,1017.4,88.3,9.9,61,5.4,3,10,2023-02-05T07:35:50,2023-02-05T17:55:05,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-02-06,40.2,32.2,34.5,35.4,22.7,28,27.8,76.2,0,0,0,,0,0,21.9,15.4,354.9,1023.2,82.4,9.5,29.4,2.6,1,10,2023-02-06T07:34:47,2023-02-06T17:56:18,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-02-07,57.8,33.5,45.7,57.8,24.5,42.2,35.9,69.5,0.005,100,16.67,rain,0,0,31.1,17.4,196.1,1019.4,89.7,9.5,35.4,2.9,2,10,2023-02-07T07:33:42,2023-02-07T17:57:30,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-02-08,50.3,28.8,40.9,50.3,27.2,38.4,31.9,72.3,0.029,100,4.17,rain,0,0,19.7,13.9,21.3,1024.4,74,8.8,107.8,9.2,5,10,2023-02-08T07:32:36,2023-02-08T17:58:42,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-02-09,71.2,43.2,55.6,71.2,35.7,53.4,44.8,69.1,0.089,100,20.83,rain,0,0,45.9,30.5,203,1009.9,93.1,9.5,77.5,6.7,6,10,2023-02-09T07:31:28,2023-02-09T17:59:54,0.64,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-02-10,43.1,32.1,39,35.2,24.4,31.6,31.5,74.2,0,0,0,rain,0,0,34.8,21.4,264,1022.4,78,9.8,25.5,2.1,1,10,2023-02-10T07:30:19,2023-02-10T18:01:06,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-02-11,40.8,21.8,31.7,40.1,18.1,28.2,19.3,62.1,0,0,0,,0,0,9.2,9.8,341.2,1028.2,25.9,9.8,145.3,12.5,6,10,2023-02-11T07:29:09,2023-02-11T18:02:17,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-02-12,55,22.5,37.3,55,17.5,35.9,16.8,51.2,0,0,0,,0,0,10.3,11.6,355.1,1016.7,21.8,9.9,163.3,14.1,6,10,2023-02-12T07:27:57,2023-02-12T18:03:28,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-02-13,57.1,27,40.3,57.1,23.5,38,21.5,49.5,0,0,0,,0,0,31.3,23,262.2,1010.8,22.8,9.9,157.2,13.5,6,10,2023-02-13T07:26:43,2023-02-13T18:04:40,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-02-14,56.9,26.7,43.5,56.9,20.7,42.8,26.4,55.1,0,0,0,,0,0,26.4,13.7,132.2,1014.7,55.3,9.9,89.7,7.7,5,10,2023-02-14T07:25:29,2023-02-14T18:05:50,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-02-15,72,52.6,60.8,72,52.6,60.8,41.7,50.8,0.009,100,8.33,rain,0,0,39.8,27.2,213,1010.6,69.7,9.9,149.8,12.9,6,10,2023-02-15T07:24:13,2023-02-15T18:07:01,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-02-16,60.3,45.1,52.6,60.3,41.7,51.8,48.2,85.1,0.371,100,20.83,rain,0,0,34.4,13,154.6,1011,88.2,8.8,27.5,2.3,1,10,2023-02-16T07:22:56,2023-02-16T18:08:11,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-02-17,57.8,26.3,32.1,57.8,14,22.1,24.5,73.7,0.019,100,4.17,"rain,snow",0,0,32.2,21.2,307.9,1018.1,100,9.4,26.4,2.3,1,10,2023-02-17T07:21:38,2023-02-17T18:09:21,0.91,"Snow, Rain, Overcast",Cloudy skies throughout the day with early morning snow or rain.,rain,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-02-18,44.1,21.7,32.6,37.7,14.6,25.3,19,58.5,0,0,0,,0,0,24.2,17.8,212.4,1029.2,50.7,9.9,153.5,13.2,6,10,2023-02-18T07:20:19,2023-02-18T18:10:31,0.95,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-02-19,57.9,35.9,46.4,57.9,30.5,43.1,25.1,44.2,0,0,0,,0,0,33.4,23,198.5,1017.2,58.5,9.9,151.5,12.9,7,10,2023-02-19T07:18:59,2023-02-19T18:11:41,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-02-20,55.9,42.4,48.4,55.9,41.5,46.9,34.5,59.2,0.001,100,4.17,rain,0,0,17.2,11.3,232.9,1007.5,85.8,9.9,76.3,6.8,3,10,2023-02-20T07:17:38,2023-02-20T18:12:50,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-02-21,50.1,37.7,44.6,50.1,34.9,41.1,24.7,52.7,0.001,100,4.17,rain,0,0,40.4,28.8,266.2,1007.1,69.6,9.7,163.3,14.1,6,10,2023-02-21T07:16:15,2023-02-21T18:13:59,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-02-22,66,37.2,48.5,66,29.6,45,38.8,71.5,0.319,100,29.17,rain,0,0,30,16.9,132.7,1007,94.9,9.3,30.5,2.5,2,10,2023-02-22T07:14:52,2023-02-22T18:15:07,0.08,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-02-23,72.1,42.1,60.6,72.1,34.1,59.9,50.8,71.8,0.019,100,8.33,rain,0,0,37,26.6,245.7,1011.4,49.7,9.8,151.7,13.3,6,10,2023-02-23T07:13:28,2023-02-23T18:16:15,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-02-24,41,29.9,34.5,35.9,19.3,27.1,20.3,56.6,0,0,0,,0,0,32.2,18.7,330.9,1032.2,65.3,9.9,161.9,14,7,10,2023-02-24T07:12:02,2023-02-24T18:17:23,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-02-25,50,28.3,37.1,50,19.5,32.4,23.2,58.1,0,0,0,,0,0,17.2,11,43.5,1023.9,63,9.9,167.3,14.5,7,10,2023-02-25T07:10:36,2023-02-25T18:18:31,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KCMH,KOSU,KLHQ,0891W,72428804804,72429453844,E2973,72428014821"
43068,2023-02-26,54,29.3,40.4,54,24.3,37.9,30.9,71,0,0,0,,0,0,21.9,13.7,251.8,1016.6,28.8,9.4,176.4,15.1,7,10,2023-02-26T07:09:09,2023-02-26T18:19:38,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-02-27,57.8,32,47.1,57.8,29.2,44.5,42.9,85.1,0.67,100,45.83,rain,0,0,44.2,24.3,161.8,1000.8,89,8.8,28.8,2.5,2,10,2023-02-27T07:07:42,2023-02-27T18:20:45,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KCMH,KOSU,KLHQ,0891W,72428804804,72429453844,E2973,72428014821"
43068,2023-02-28,53.9,36.9,44.2,53.9,31,39.7,37,76.3,0,0,0,rain,0,0,36,21,286.2,1009.3,71.1,9.9,95.3,8.2,5,10,2023-02-28T07:06:13,2023-02-28T18:21:52,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-03-01,74.3,37.5,54.8,74.3,32.2,52.6,39.1,60.8,0.011,100,8.33,rain,0,0,26.6,18.7,190.4,1008.1,39.7,9.9,171.1,14.7,7,10,2023-03-01T07:04:44,2023-03-01T18:22:58,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-03-02,55,39.8,47.5,55,34.1,45.1,36.7,66.8,0.003,100,4.17,rain,0,0,17.2,13.2,327.9,1010.7,74.9,9.9,142.7,12.3,6,10,2023-03-02T07:03:14,2023-03-02T18:24:04,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-03-03,56.3,37.3,42.7,56.3,29.3,37.1,38.4,85,1.422,100,54.17,rain,0,0,58.4,33.5,130.9,999.4,92.4,6.8,13.2,1.2,1,10,2023-03-03T07:01:43,2023-03-03T18:25:10,0.37,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-03-04,51.3,36.2,43.3,51.3,25,37.9,34.6,72.8,0.001,100,4.17,"rain,snow",0,0,36.2,23.5,274.8,1011.7,65.8,9.7,186.8,16.1,7,10,2023-03-04T07:00:12,2023-03-04T18:26:15,0.41,"Snow, Rain, Partially cloudy",Clearing in the afternoon with early morning snow or rain.,rain,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-03-05,53.9,35.3,43.9,53.9,30.9,41.7,30.5,62.7,0,0,0,,0,0,10.3,10.3,356.2,1023.3,40,9.8,176.1,15.1,7,10,2023-03-05T06:58:40,2023-03-05T18:27:21,0.44,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-03-06,72,39.1,52.3,72,33.2,49.8,34.9,52.9,0,0,0,,0,0,31.1,17,139.8,1015.6,69.1,9.9,154.4,13.3,6,10,2023-03-06T06:57:08,2023-03-06T18:28:25,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KCMH,C7241,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-03-07,48,32.1,41.1,45.3,24.4,34,26.5,60.5,0,0,0,rain,0,0,31.1,20.4,355.5,1023.4,54.3,9.5,199.6,17.4,7,10,2023-03-07T06:55:35,2023-03-07T18:29:30,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-03-08,49.9,26.5,36.7,45.4,20.2,30.8,22,56.6,0,0,0,,0,0,18.3,14.4,10.2,1031.4,46.4,9.8,196.9,17,7,10,2023-03-08T06:54:01,2023-03-08T18:30:34,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-03-09,53,26.4,39.4,53,20.7,35.9,26.2,62.6,0,0,0,,0,0,17.2,11.1,62.1,1025.5,64.1,9.9,187.9,16.2,7,10,2023-03-09T06:52:27,2023-03-09T18:31:39,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KCMH,KOSU,KLHQ,0891W,72428804804,72429453844,E2973,72428014821"
43068,2023-03-10,44.1,34.2,38.3,40.7,24.9,31,34.7,87.2,0.133,100,20.83,"rain,snow",0,0,33,20,287.2,1012.2,100,7.7,15.7,1.2,1,10,2023-03-10T06:50:53,2023-03-10T18:32:42,0.61,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-03-11,39.7,32.1,34.5,37.3,21.7,27.9,25.3,69.1,0.001,100,4.17,"rain,snow",0,0,21.5,15.4,351.5,1017.8,92.7,9.6,71.9,6.2,2,10,2023-03-11T06:49:18,2023-03-11T18:33:46,0.65,"Snow, Rain, Overcast",Cloudy skies throughout the day with early morning snow or rain.,rain,"KCMH,C7241,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-03-12,37.3,30,34.3,33.5,21.8,28.1,27.9,77.5,0.029,100,8.33,snow,0.6,0.2,22.8,16,57,1012.7,99.4,8.7,47.4,4,2,10,2023-03-12T07:47:43,2023-03-12T19:34:49,0.68,"Snow, Overcast",Cloudy skies throughout the day with morning snow.,snow,"KCMH,KOSU,KLHQ,0891W,72428804804,72429453844,E2973,72428014821"
43068,2023-03-13,35.8,29.3,33.2,31.2,20,25.4,27,79,0.021,100,12.5,"rain,snow",0.6,0,29.8,17.7,279.7,1014.8,98.7,7.7,60,5.2,3,10,2023-03-13T07:46:07,2023-03-13T19:35:53,0.72,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,snow,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-03-14,32.1,24.3,29,25.6,11.3,18.1,19.7,68.4,0.001,100,4.17,snow,0.3,0.2,27.7,18.9,309.1,1022.6,96.4,8.5,82.5,7,3,10,2023-03-14T07:44:31,2023-03-14T19:36:55,0.75,"Snow, Overcast",Cloudy skies throughout the day with morning snow.,snow,"KCMH,C7241,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-03-15,47.9,22.8,34.1,44.6,15.7,30.6,18.6,57.9,0,0,0,,0,0.5,13.9,10.6,263.7,1026,16,9.9,215.6,18.6,8,10,2023-03-15T07:42:55,2023-03-15T19:37:58,0.79,Clear,Clear conditions throughout the day.,clear-day,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-03-16,60.3,28.8,45.4,60.3,25.1,44.5,21.9,42.5,0.037,100,8.33,rain,0,0.1,25.2,16.8,190.2,1016.7,73.7,9.8,137,11.8,5,10,2023-03-16T07:41:19,2023-03-16T19:39:01,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-03-17,55.4,32.2,43.6,55.4,21.9,37.4,36.2,77.2,0.238,100,37.5,rain,0,0,36.2,21.8,246.1,1005.5,100,8.2,21.2,1.8,1,10,2023-03-17T07:39:42,2023-03-17T19:40:03,0.86,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KCMH,KOSU,KLHQ,0891W,72428804804,72429453844,E2973,72428014821"
43068,2023-03-18,33.1,20.1,28.5,25.6,5.2,17,16.4,60.5,0,0,0,,0.1,0,34.9,25.7,266.9,1015.6,75.2,9.6,132.7,11.4,7,10,2023-03-18T07:38:05,2023-03-18T19:41:05,0.89,Partially cloudy,Partly cloudy throughout the day.,snow,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-03-19,37,18,26,28.8,5.8,16.4,12,57.1,0,0,0,,0,0,24.2,15.5,263.9,1025.4,36.3,9.9,167.6,14.6,7,10,2023-03-19T07:36:28,2023-03-19T19:42:07,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-03-20,48.2,21.8,34.7,43.2,16.1,28.6,16,49.2,0,0,0,,0,0,25.3,14.5,203.8,1026.6,9.3,9.9,217,18.5,8,10,2023-03-20T07:34:51,2023-03-20T19:43:09,0.96,Clear,Clear conditions throughout the day.,clear-day,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-03-21,58.1,26.9,44.8,58.1,26.9,42.8,16,34.5,0,0,0,,0,0,24.2,12.8,182.8,1026.1,63.4,9.9,198.6,17.1,7,10,2023-03-21T07:33:14,2023-03-21T19:44:11,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-03-22,54.1,44,48.5,54.1,40.5,45.3,41.2,77.7,0.038,100,16.67,rain,0,0,26.9,18.5,187.1,1021.8,100,9.6,25,2.1,1,10,2023-03-22T07:31:37,2023-03-22T19:45:12,0.03,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-03-23,68.1,48.2,57.2,68.1,45.7,57,53.5,88.1,0.724,100,58.33,rain,0,0,31.2,19.6,226.8,1013.2,98.9,7.9,39.9,3.5,2,10,2023-03-23T07:29:59,2023-03-23T19:46:14,0.06,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-03-24,48.1,38.2,41.9,45.6,31.3,36.5,37.5,84.5,0.899,100,50,rain,0,0,21.9,13.7,57.8,1014.1,100,8.2,30,2.5,1,10,2023-03-24T07:28:22,2023-03-24T19:47:15,0.1,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KCMH,KOSU,KLHQ,0891W,72428804804,72429453844,E2973,72428014821"
43068,2023-03-25,63.3,41.2,50.8,63.3,34.7,48.1,42.5,75.3,0.831,100,29.17,rain,0,0,52.7,37.7,230.9,1002.6,85.8,9,130.9,11.5,6,10,2023-03-25T07:26:45,2023-03-25T19:48:16,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KCMH,KOSU,KLHQ,0891W,72428804804,72429453844,E2973,72428014821"
43068,2023-03-26,60.4,33,47.1,60.4,30.3,45.8,32.2,60.3,0,0,0,,0,0,23,9.8,185,1016.2,18,9.9,228.3,19.7,8,10,2023-03-26T07:25:08,2023-03-26T19:49:18,0.16,Clear,Clear conditions throughout the day.,clear-day,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-03-27,58.4,42.2,48.6,58.4,35,46.2,39,70.7,0.102,100,20.83,rain,0,0,24,16.9,330.3,1015.1,82.2,9.3,103.2,8.8,5,10,2023-03-27T07:23:30,2023-03-27T19:50:19,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-03-28,51.1,32.1,42.7,51.1,27.8,39.1,30.7,65.7,0,0,0,,0,0,17.2,13.1,355,1022.9,52.8,9.4,162.1,14,8,10,2023-03-28T07:21:53,2023-03-28T19:51:20,0.25,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-03-29,53.2,30.9,41.9,53.2,27.5,39.2,30.1,66.2,0,0,0,,0,0,36.2,20.9,278.1,1023.2,42.7,9.4,158.9,13.7,8,10,2023-03-29T07:20:16,2023-03-29T19:52:21,0.26,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-03-30,55.4,27,41.1,55.4,22.3,38.2,21.2,47.2,0,0,0,,0,0,15,9.8,97.7,1026,25.3,9.9,228.8,19.8,8,10,2023-03-30T07:18:40,2023-03-30T19:53:21,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-03-31,57.9,46.1,51.1,57.9,41.3,49,42.7,75.5,0.267,100,37.5,rain,0,0,25.5,16,171.8,1013.7,95.4,9.2,23,2.1,1,10,2023-03-31T07:17:03,2023-03-31T19:54:22,0.32,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-04-01,62.4,38.3,51.2,62.4,29.2,47.9,43.9,76.7,0.479,100,33.33,rain,0,0,46.3,30.9,251,1003.5,78.1,9.4,94.7,8.1,8,10,2023-04-01T07:15:27,2023-04-01T19:55:23,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-04-02,46.1,36,40.1,42.4,28.3,35.3,32.3,74,0,0,0,snow,0,0,21.9,18.8,34.7,1018.9,81.1,9.9,95.9,8.4,4,10,2023-04-02T07:13:51,2023-04-02T19:56:24,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-04-03,69.3,36.2,51.2,69.3,33.2,49.4,39.5,65.6,0,0,0,,0,0,19.7,11.6,168.7,1012.4,57.3,9.9,141.4,12.2,7,10,2023-04-03T07:12:15,2023-04-03T19:57:24,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-04-04,71,49.6,60.6,71,48.2,60.5,52.1,73.8,0,0,0,,0,0,15,12.6,150.3,1012.3,75.8,9.9,98.7,8.6,6,30,2023-04-04T07:10:39,2023-04-04T19:58:25,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-04-05,76.9,60.3,68.3,76.9,60.3,68.3,59.9,75.8,0.883,100,41.67,rain,0,0,34.4,16.9,184.3,1012.5,85.7,8.8,38.2,3.4,2,10,2023-04-05T07:09:04,2023-04-05T19:59:26,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KCMH,KOSU,KLHQ,0891W,72428804804,72429453844,E2973,72428014821"
43068,2023-04-06,60.3,44.5,49.7,60.3,40.7,47.5,37.3,63.6,0.006,100,4.17,rain,0,0,25.3,16.8,298.1,1025.3,94.4,9.8,88.5,7.4,3,10,2023-04-06T07:07:30,2023-04-06T20:00:27,0.5,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-04-07,54.8,36,44.9,54.8,31.7,42.4,28.4,55.5,0,0,0,,0,0,23,10.3,22.5,1032,73.2,9.9,157.3,13.5,6,10,2023-04-07T07:05:55,2023-04-07T20:01:27,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KCMH,KOSU,KLHQ,72428804804,72429453844,E2973,72428014821"
43068,2023-04-08,56.9,33.2,44.2,56.9,27.2,40.9,22.4,44.1,0,0,0,,0,0,20.8,13.4,71.2,1031.1,75.8,9.9,185,15.9,6,10,2023-04-08T07:04:21,2023-04-08T20:02:28,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KCMH,KOSU,KLHQ,0891W,72428804804,72429453844,E2973,72428014821"
43068,2023-04-09,63,37.1,50,63,34.1,48.8,28.5,45.7,0,0,0,,0,0,21.2,13,56.6,1030.9,6.7,9.9,247.5,21.4,9,10,2023-04-09T07:02:48,2023-04-09T20:03:29,0.62,Clear,Clear conditions throughout the day.,clear-day,"KCMH,KOSU,KLHQ,0891W,72428804804,72429453844,E2973,72428014821"
