STATION,NAME,DATE,ACMC,ACMH,ACSC,ACSH,AWND,FMTM,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV03
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/15/1994,,80,,70,2.46,1350,1427,0,,0,0,,49,30,415,170,,,225,,,6,,,10.3,,1,,,,,,,1,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/16/1994,,100,,100,6.04,2150,2110,0.56,,0,0,,50,37,0,180,,,180,,,13,,,20.8,,1,,,,,,,1,,,,1,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/17/1994,,90,,100,6.71,350,515,0,,0,0,,49,32,8,260,,,270,,,13,,,21.9,,1,,,,,,,,,,,1,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/18/1994,,90,,100,4.92,1423,1421,0,,0,0,,40,30,0,320,,,315,,,12.1,,,18.3,,1,,,,,,,,,,,1,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/19/1994,,80,,100,1.34,2350,14,0,,0,0,,38,29,0,350,,,360,,,6,,,10.3,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/20/1994,,50,,90,0.89,1350,1335,0,,0,0,,47,26,550,170,,,180,,,6.9,,,11.4,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/21/1994,,10,,0,0.22,1450,1332,0,,0,0,,55,25,560,140,,,180,,,2.9,,,5.8,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/22/1994,,50,,80,1.12,1350,1335,0,,0,0,,55,27,490,40,,,45,,,6.9,,,11.4,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/23/1994,,70,,70,5.82,2150,1908,0,,0,0,,51,32,410,10,,,360,,,12.1,,,20.8,,1,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/24/1994,,90,,100,10.07,1050,1348,0,,0,0,,40,34,0,30,,,360,,,13,,,25.3,,1,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/25/1994,,90,,90,6.71,1650,1641,0,,0,0,,41,30,514,340,,,360,,,8.9,,,13.9,,1,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/26/1994,,80,,60,2.24,2250,57,0,,0,0,,40,29,203,200,,,90,,,6,,,9.2,,1,1,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/27/1994,,100,,100,5.37,2351,2352,0,,0,0,,33,27,0,180,,,180,,,8.9,,,16.1,,1,1,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/28/1994,,70,,40,6.71,1250,1828,0,,0,0,,50,31,415,290,,,315,,,10.1,,,17.2,,1,,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/29/1994,,100,,100,7.61,650,1510,0,,0,0,,41,30,235,60,,,45,,,12.1,,,17.2,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/30/1994,,50,,60,6.26,1350,927,0,,0,0,,50,27,410,160,,,90,,,12.1,,,17.2,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/31/1994,,100,,100,3.8,2050,958,0.01,,0,0,,45,34,0,200,,,180,,,6.9,,,10.3,,1,,,,,,,,,,,1,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/1/1995,,100,,100,10.07,2250,2334,0.16,,0.1,0,,46,23,0,300,,,315,,0,17,,,26.4,,1,,,,,,,,,,,1,,1,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/2/1995,,60,,60,11.41,1450,336,0,,0.1,0,,24,13,213,270,,,270,,0,16.1,,,26.4,,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/3/1995,,60,,100,9.4,2250,2254,0,,0,0,,30,14,0,310,,,315,,0,15,,,23,,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/4/1995,,10,,30,10.96,1450,1732,0,,0,0,,18,5,535,300,,,315,,0,14.1,,,20.8,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/5/1995,,10,,0,7.83,1650,1658,0,,0,0,,22,1,566,220,,,225,,0,15,,,17.2,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/6/1995,,90,,100,6.26,1428,1403,0.32,,0.3,0,,34,10,0,200,,,180,,0,14.1,,,19.5,,1,,,1,,1,,,,,,1,,1,1,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/7/1995,,100,,100,5.14,938,1242,0.08,,1,1,,33,17,0,350,,,315,,0,12.1,,,15,,1,,,,,1,,,,,,,,1,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/8/1995,,90,,70,8.72,1350,1348,0,,0,1,,31,21,209,250,,,270,,0,16.1,,,24.2,,1,,,,,1,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/9/1995,,90,,80,5.37,750,709,0,,0.1,1,,31,21,102,360,,,360,,0,8.9,,,12.8,,,,,,,1,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/10/1995,,100,,100,6.26,550,543,0,,0.8,1,,34,20,0,120,,,90,,0,8.9,,,12.8,,1,,,,,,,1,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/11/1995,,100,,100,6.49,2350,2351,0.33,,0,0,,50,34,0,190,,,180,,0,8.9,,,16.1,,1,,,,,,,,,,,1,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/12/1995,,100,,100,10.07,1441,1432,0.14,,0,0,,63,49,45,210,,,180,,0,14.1,,,19.5,,1,,,,,,,,,,,1,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/13/1995,,100,,100,7.38,1150,1150,0,,0,0,,67,51,520,200,,,180,,0,13,,,18.3,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/14/1995,,90,,100,8.95,1150,1603,0.87,,0,0,,66,54,13,160,,,225,,0,15,,,26.4,,1,,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/15/1995,,100,,100,10.07,2150,2130,1.26,,0,0,,57,34,0,360,,,360,,0,13,,,23,,1,,,,,,,,,,,1,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/16/1995,,100,,100,4.47,350,432,0.13,,0,0,,34,30,0,360,,,360,,0,10.1,,,18.3,,1,,,,,,,,,,,,,1,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/17/1995,,100,,100,6.26,1850,2130,0,,0,0,,39,30,0,160,,,135,,0,10.1,,,15,,1,,,,,1,,,,,,1,1,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/18/1995,,90,,100,3.36,1550,504,0,,0,0,,41,33,0,120,,,90,,0,8.9,,,11.4,,1,1,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/19/1995,,100,,100,4.7,1250,1324,0.34,,0,0,,52,33,0,170,,,180,,0,10.1,,,17.2,,1,,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/20/1995,,100,,100,12.75,2250,2353,0.58,,3.8,0,,45,31,0,290,,,270,,0,17.9,,,31.1,,1,,,,,,,,,,,1,,1,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/21/1995,,100,,100,13.87,120,1438,0.17,,2.5,2,,31,22,0,290,,,270,,0,17,,,30,,1,,,,,,,,1,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/22/1995,,100,,100,11.63,1301,1243,0.09,,1.9,4,,26,18,0,240,,,270,,0.1,21,,,30,,1,,,,,,,,1,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/23/1995,,100,,100,6.04,2150,2327,0.02,,1.2,6,,26,18,15,280,,,315,,0,10.1,,,16.1,,1,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/24/1995,,80,,100,7.83,1350,1314,0.05,,0.8,6,,25,12,5,270,,,270,,0,12.1,,,16.1,,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/25/1995,,30,,60,1.34,1750,1542,0,,0,6,,27,3,345,280,,,270,,0.1,6,,,10.3,,1,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/26/1995,,50,,80,2.46,1550,1343,0,,0,5,,32,4,199,300,,,270,,0.4,8.9,,,13.9,,1,,,,,,,1,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/27/1995,,70,,100,2.24,2050,2253,0,,0,4,,33,7,100,80,,,135,,0.4,10.1,,,12.8,,1,,,1,,1,,1,,,,,,1,1,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/28/1995,,80,,100,9.4,1550,953,0,,0,4,,34,19,19,50,,,90,,0.4,13,,,23,,,,,,,1,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/29/1995,,40,,20,5.37,2350,2,0,,0,2,,34,15,553,40,,,45,,0.5,12.1,,,15,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/30/1995,,50,,60,5.37,650,926,0,,0,2,,33,16,371,360,,,360,,0.5,12.1,,,15,,1,,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/31/1995,,80,,100,11.18,1250,1533,0,,0,2,,31,15,54,250,,,225,,0.4,17,,,30,,1,,,,,1,,1,,,,,1,1,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/1/1995,,90,,100,6.71,1750,1648,0.08,,0.2,2,,39,28,0,300,,,270,,0.5,10.1,,,15,,1,,,,,,,1,,,,1,,1,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/2/1995,,80,,100,4.7,1550,1826,0,,0,2,,38,20,0,30,,,360,,0,10.1,,,15,,1,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/3/1995,,80,,100,5.37,2350,2252,0.1,,1.9,1,,31,16,0,360,,,360,,0,8.1,,,12.8,,1,1,,1,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/4/1995,,100,,100,10.74,2050,1602,0.04,,1.2,3,,31,19,59,310,,,315,,0.2,17,,,31.1,,1,,,,,,,,1,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/5/1995,,20,,10,9.84,1250,1547,0,,0,4,,19,0,493,320,,,360,,0.2,16.1,,,26.4,,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/6/1995,,50,,60,11.63,1350,1528,0,,0,4,,17,4,359,270,,,270,,0.3,15,,,24.2,,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/7/1995,,80,,100,6.26,1331,1236,0.02,,0.3,3,,19,-1,115,270,,,225,,0.3,10.1,,,13.9,,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/8/1995,,60,,80,10.74,1650,1547,0,,0.1,3,,19,5,155,300,,,270,,0.4,15,,,23,,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/9/1995,,80,,100,11.63,1550,1230,0,,0,3,,32,6,171,240,,,225,,0.4,17,,,28.9,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/10/1995,,90,,100,12.08,2250,2243,0.06,,1.3,2,,35,26,0,290,,,270,,0.4,19.9,,,31.1,,1,,,,,,,,,,,1,,1,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/11/1995,,40,,60,13.2,1453,1213,0,,0,2,,28,3,419,290,,,270,,0.3,17,,,28.9,,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/12/1995,,10,,0,8.28,1750,1155,0,,0,2,,13,-3,635,250,,,315,,0.3,12.1,,,17.2,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/13/1995,,60,,50,6.49,1550,1351,0,,0,2,,26,5,538,240,,,225,,0,12.1,,,16.1,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/14/1995,,70,,50,6.04,2350,2353,0,,0,1,,33,17,472,130,,,135,,0,10.1,,,13.9,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/15/1995,,100,,100,9.4,2023,1947,0.55,,0,1,,46,29,0,300,,,315,,0,14.1,,,21.9,,1,,,1,,1,,1,,,,1,1,1,1,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/16/1995,,100,,100,5.59,2350,951,0,,0,0,,37,28,9,320,,,360,,0,8.9,,,13.9,,1,,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/17/1995,,30,,50,1.57,2350,1520,0,,0,0,,43,20,647,350,,,180,,0,6,,,9.2,,1,,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/18/1995,,0,,0,2.01,1150,1133,0,,0,0,,52,20,649,170,,,180,,0,6.9,,,10.3,,1,,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/19/1995,,60,,90,2.68,1650,1528,0,,0,0,,57,24,559,250,,,270,,0,8.9,,,13.9,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/20/1995,,80,,100,5.59,2350,2325,0,,0,0,,50,26,87,330,,,315,,0,13,,,20.8,,1,,,,,,,1,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/21/1995,,90,,100,10.29,750,759,0.02,,0.2,0,,38,24,5,350,,,360,,0,16.1,,,28.9,,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/22/1995,,80,,80,7.16,1650,1633,0.03,,0,0,,49,21,300,210,,,225,,0,15,,,21.9,,,,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/23/1995,,90,,100,6.71,2050,2044,0.11,,0.1,0,,52,34,10,310,,,315,,0,21.9,,,36.7,,1,,,,,,,,,,,,,1,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/24/1995,,60,,70,10.29,550,1455,0,,0,0,,36,24,352,330,,,315,,0,17,,,27.5,,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/25/1995,,70,,90,6.49,1250,1248,0,,0,0,,45,20,317,210,,,225,,0,14.1,,,19.5,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/26/1995,,100,,100,6.93,1514,51,0,,0,0,,52,35,75,100,,,135,,0,12.1,,,15,,,,1,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/27/1995,,100,,100,6.26,1950,2141,0.52,,0,0,,53,40,0,180,,,225,,0,8.9,,,13.9,,1,,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/28/1995,,100,,100,9.17,1650,842,0.11,,0,0,,51,32,0,360,,,360,,0,12.1,,,18.3,,1,,,,,,,,,,,1,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/1/1995,,80,,70,9.4,1650,1309,0,,0,0,,40,24,236,340,,,360,,0,13,,,19.5,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/2/1995,,100,,100,7.61,450,441,0,,0.1,0,,31,21,41,20,,,45,,0,10.1,,,16.1,,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/3/1995,,60,,30,4.7,150,1153,0,,0,0,,40,18,624,20,,,90,,0,6.9,,,11.4,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/4/1995,,50,,30,4.47,2350,1550,0,,0,0,,46,21,642,130,,,135,,0,6.9,,,11.4,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/5/1995,,100,,100,8.72,2250,2224,0.13,,0,0,,51,35,0,200,,,180,,0,12.1,,,17.2,,1,,,,,,,,,,,1,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/6/1995,,100,,100,6.71,2350,37,0.03,,0,0,,54,41,0,220,,,270,,0,10.1,,,19.5,,1,,,,,,,1,,,,1,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/7/1995,,100,,100,11.18,1950,1913,0.78,,0,0,,71,37,35,320,,,270,,0,17,,,33.3,,1,,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/8/1995,,100,,100,11.18,950,634,0.37,,2.4,2,,37,26,0,350,,,360,,0.2,16.1,,,24.2,,1,,,1,,,,,,,,,,1,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/9/1995,,60,,80,6.71,1050,1228,0,,0,2,,30,19,540,310,,,360,,0.2,10.1,,,17.2,,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/10/1995,,60,,70,6.04,1650,1505,0,,0,1,,41,14,616,200,,,225,,0,12.1,,,16.1,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/11/1995,,10,,10,6.04,1450,1619,0,,0,0,,62,28,704,250,,,225,,0,15,,,23,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/12/1995,,20,,40,3.36,1350,1416,0,,0,0,,68,31,707,180,,,180,,0,12.1,,,16.1,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/13/1995,,30,,40,1.79,1350,1400,0,,0,0,,75,34,709,200,,,225,,0,6,,,15,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/14/1995,,0,,0,2.91,1550,1509,0,,0,0,,78,37,712,60,,,90,,0,8.9,,,16.1,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/15/1995,,0,,0,5.14,1252,1426,0,,0,0,,74,43,714,120,,,45,,0,8.9,,,13.9,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/16/1995,,30,,40,3.58,1450,1553,0,,0,0,,74,39,670,340,,,315,,0,13,,,16.1,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/17/1995,,0,,0,7.61,2150,2149,0,,0,0,,62,36,720,60,,,90,,0,12.1,,,18.3,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/18/1995,,10,,10,4.25,1150,1522,0,,0,0,,60,29,722,110,,,135,,0,8.9,,,11.4,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/19/1995,,60,,90,4.47,1150,1208,0,,0,0,,67,33,297,170,,,180,,0,8.9,,,12.8,,,,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/20/1995,,90,,100,9.17,1524,1524,0.23,,0,0,,76,44,235,240,,,225,,0,32,,,47.2,,1,,1,,,,,1,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/21/1995,,90,,90,12.97,1250,506,0,,0,0,,53,43,119,280,,,315,,0,17,,,30,,,,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/22/1995,,50,,50,6.49,850,1050,0,,0,0,,54,36,582,340,,,315,,0,13,,,18.3,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/23/1995,,100,,100,8.28,1651,1721,0.06,,0,0,,45,36,18,20,,,360,,0,14.1,,,19.5,,1,,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/24/1995,,10,,0,5.59,1350,1530,0,,0,0,,56,28,738,360,,,360,,0,13,,,18.3,,1,,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/25/1995,,0,,10,4.92,1150,1142,0,,0,0,,59,24,740,30,,,45,,0,8.9,,,15,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/26/1995,,70,,90,3.36,950,1055,0,,0,0,,58,29,304,120,,,135,,0,8.1,,,11.4,,,,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/27/1995,,100,,100,7.38,1050,1221,0.01,,0,0,,52,42,3,120,,,90,,0,13,,,16.1,,,,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/28/1995,,100,,100,5.59,1450,411,0,,0,0,,49,40,9,320,,,315,,0,8.9,,,16.1,,1,,,,,,,1,,,,1,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/29/1995,,100,,100,8.5,1750,1744,0,,0,0,,48,41,20,300,,,315,,0,13,,,19.5,,1,,,,,,,1,,,,1,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/30/1995,,90,,100,7.83,1143,1107,0,,0,0,,49,34,23,300,,,315,,0,13,,,19.5,,1,,,,,,,1,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/31/1995,,90,,100,3.8,1750,1735,0,,0,0,,45,31,19,320,,,315,,0,8.9,,,12.8,,1,,,,,,,1,,,,,,1,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",4/1/1995,,100,,100,4.47,1350,1348,0,,0,0,,44,34,56,300,,,315,,0,13,,,17.2,,1,,,,,,,,,,,,,1,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",4/2/1995,,60,,70,5.37,1450,1437,0,,0,0,,54,32,343,290,,,270,,0,12.1,,,17.2,,,,,,,,,,,,,,,1,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",4/3/1995,,70,,90,8.72,1250,1532,0.13,,0,0,,73,33,357,250,,,270,,0,23,,,36.7,,,,1,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",4/4/1995,,60,,70,12.97,1350,1342,0.16,,0,0,,52,24,433,320,,,315,,0,21,,,34.4,,,,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",4/5/1995,,20,,20,4.92,1650,21,0,,0,0,,45,18,769,190,,,360,,0,12.1,,,17.2,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",4/6/1995,,40,,50,6.71,1450,1322,0.05,,0,0,,71,32,448,260,,,270,,0,15,,,31.1,,,,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",4/7/1995,,30,,20,4.7,2150,2152,0,,0,0,,66,38,756,130,,,135,,0,8.9,,,13.9,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",4/8/1995,,100,,100,5.14,1627,1300,0.06,,0,0,,71,49,27,300,,,225,,0,8.9,,,16.1,,1,,1,,,,,1,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",4/9/1995,,100,,100,9.4,1550,1612,0.18,,0,0,,60,38,0,50,,,45,,0,17,,,31.1,,1,1,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",4/10/1995,,90,,100,9.4,1030,1031,0.65,,0,0,,49,35,0,290,,,45,,0,23.9,,,40.3,,,,1,,1,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",4/11/1995,,80,,80,9.62,1644,1644,0.01,,0,0,,83,42,286,240,,,225,,0,32,,,42.5,,1,,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",4/12/1995,,90,,70,11.86,1651,1413,0.55,,0,0,,69,47,242,240,,,180,,0,19.9,,,34.4,,1,,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",4/13/1995,,80,,90,10.74,1250,1243,0.01,,0,0,,53,40,49,270,,,270,,0,17.9,,,30,,1,,,,,,,,,,,1,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",4/14/1995,,20,,40,6.49,1250,1246,0,,0,0,,55,32,702,340,,,360,,0,13,,,20.8,,,,,,,,,,,,,,,,,,,,,
